,Track Name,Artist Name,Album Name,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Insturmentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
805,Best of Dani Corbalan 2018 - Continuous Dj Mix,Dani Corbalan,Best of Dani Corbalan 2018,4,0.709,0.643,9,-9.782,0,0.0331,0.0302,0.0764,0.115,0.379,123.16,3403311,4
806,The Deadest Bar,Casino Versus Japan,Echo Counting,10,0.561,0.273,0,-17.533,1,0.0268,0.00426,0.873,0.296,0.328,95.011,286973,4
807,Y Cuando Llego (feat. Pipo Beatz),Yung Beef,Shishi Plugg,50,0.743,0.679,11,-5.342,1,0.375,0.523,0.0369,0.298,0.355,180.016,216000,4
808,One Note Samba,Sérgio Mendes,Best Of Sergio Mendes and Brasil '65,17,0.628,0.394,7,-13.196,1,0.096,0.744,0.000236,0.0808,0.54,164.07,144227,4
809,E.T.C.,machinegum,Conduit,19,0.705,0.725,7,-9.54,1,0.031,0.000468,0.911,0.0589,0.894,119.997,247824,4
810,Drops de hortelã,Oswaldo Montenegro,25 Anos,38,0.605,0.385,0,-15.437,1,0.754,0.835,3.16e-06,0.682,0.826,144.986,138813,4
811,Voices of the Ancestors,DaniSogen,The Magic Unfolds,35,0.683,0.141,2,-19.727,0,0.043,0.226,0.903,0.0944,0.27,119.975,140000,4
812,Nightclub Selected,Hampster Dance Kids Party,Dance Party Chillouts,0,0.816,0.548,1,-15.184,1,0.0992,0.00105,0.906,0.11,0.572,119.934,80039,4
813,Nightclub Selected,Hampster Dance Kids Party,Dance Party Chillouts,0,0.816,0.548,1,-15.184,1,0.0992,0.00105,0.906,0.11,0.572,119.934,80039,4
814,Make The Track Spin - Remix,Al Storm,24/7 Hardcore: The Vault - Part Four,0,0.428,0.98,0,-2.892,1,0.0431,3.65e-05,0.765,0.406,0.143,169.983,317625,4
815,Burning Down the House,Talking Heads,Burning Down the House / I Get Wild / Wild Gravity,65,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,241920,4
816,FIN : WILL,ATEEZ,THE WORLD EP.FIN : WILL,45,0.557,0.51,9,-8.848,1,0.0327,0.0685,0.000433,0.0896,0.102,125.071,183410,4
817,ニシエヒガシエ EAST Remix,Mr.Children,ニシエヒガシエ,7,0.708,0.755,1,-10.596,1,0.0604,0.0181,0.168,0.0882,0.483,102.152,350507,4
818,"Iolanta, Op. 69, TH 11 (Excerpts): Otchego eto prezhde ne znala",Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Iolanta, Op. 69, TH 11 (Excerpts)",0,0.405,0.0351,7,-19.293,1,0.0532,0.991,1.21e-05,0.156,0.186,88.132,140307,4
819,Eu Quero Só Você / Eva - Ao Vivo,Max e Luan,Esqueminha II (Deluxe) [Ao Vivo],15,0.364,0.814,0,-4.103,1,0.118,0.273,0.0,0.771,0.763,100.135,189813,4
820,Something Real,Post Malone,AUSTIN,64,0.433,0.777,11,-5.105,0,0.0435,0.000263,0.0,0.366,0.247,135.335,205288,4
821,Bad Town,Lucas Estrada,Bad Town,46,0.512,0.915,8,-4.279,1,0.0615,0.0457,0.0,0.342,0.238,143.111,155692,4
822,Zwei Zum Preis Von Einem,Blechreiz,The Spirit of Ska - Silver Jubilee Edition,4,0.6,0.902,10,-6.232,0,0.0477,0.016,0.0165,0.122,0.959,171.872,190840,4
823,Un giorno nuovo,Emanuele Picozzi,Le cose che non tornano più,11,0.555,0.611,5,-7.548,0,0.027,0.672,0.0,0.273,0.256,140.075,261968,4
824,Dance Monkey - Bossa Nova Remix,Roses & Frey,Dance Monkey (Bossa Nova Remix),41,0.629,0.205,0,-15.224,0,0.032,0.915,1.51e-06,0.216,0.666,139.991,198804,4
825,Angeles Fuimos - Español,Simone Weber,Angeles Fuimos (Español),26,0.451,0.932,2,-5.886,1,0.0775,0.000775,0.0,0.335,0.44,147.957,232000,4
826,TV Star,Butthole Surfers,Electriclarryland,33,0.635,0.603,0,-7.678,1,0.0328,0.00104,0.000775,0.0731,0.758,119.413,186667,4
827,Operator - 2013 Remaster,Grateful Dead,American Beauty (2013 Remaster),38,0.763,0.535,5,-12.503,1,0.041,0.0674,4.12e-05,0.0792,0.74,128.326,145413,4
828,Now Behold the Lamb - Instrumental,Instrumental Worship Project from I’m In Records,Peaceful Moments of Worship,32,0.547,0.0235,11,-21.561,1,0.0448,0.99,0.912,0.0726,0.144,65.638,207199,4
829,Creio Que Tu És a Cura,Gabriela Rocha,Creio Que Tu És a Cura,59,0.352,0.388,6,-5.523,1,0.0285,0.751,1.74e-06,0.0996,0.25,64.956,351708,4
830,Elisir (essential),Gigi D'Agostino,The Essential Gigi D\'Agostino,32,0.837,0.895,7,-8.455,0,0.0365,0.0399,0.00257,0.171,0.898,130.007,149920,4
831,Unwritten,Natasha Bedingfield,Unwritten,88,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4
832,Easy On Me,Adele,Easy On Me,78,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
833,Pa' Olvidarme De Ella,Piso 21,El Amor En Los Tiempos Del Perreo,74,0.728,0.542,0,-5.195,1,0.0514,0.259,0.0,0.136,0.637,90.016,227234,3
834,Mi Enemigo El Amor,Pancho Barraza,El Vagabundo Que Te Ama,59,0.592,0.579,4,-5.904,1,0.0498,0.198,0.0,0.141,0.633,120.025,234667,3
835,Hark The Herald Angels Sing,Les Moray,Hark The Herald Angels Sing,34,0.434,0.038,5,-27.39,1,0.0377,0.993,0.929,0.116,0.45,63.114,155076,4
836,Wuthering Heights,Kate Bush,The Kick Inside,37,0.484,0.392,1,-11.381,1,0.0313,0.366,0.0452,0.124,0.521,124.564,269067,4
837,Hackers (feat. Armanni Reign),BARELY ALIVE,We Are Barely Alive,20,0.6,0.991,1,-2.133,1,0.231,0.00636,0.000205,0.827,0.286,139.964,180107,4
838,Sneak Peak,Head Splitter,Sneak Peak,29,0.463,0.563,9,-8.294,1,0.0437,0.0147,0.784,0.122,0.196,179.859,181551,4
839,Sneak Peak,Head Splitter,Sneak Peak,29,0.463,0.563,9,-8.294,1,0.0437,0.0147,0.784,0.122,0.196,179.859,181551,4
840,Electricity,Ashley Jana,Electricity,41,0.803,0.794,9,-3.452,1,0.218,0.032,0.000541,0.0857,0.832,131.96,243393,4
841,"Elephant Love Medley - From ""Moulin Rouge"" Soundtrack",Nicole Kidman,Moulin Rouge,43,0.352,0.311,6,-8.107,1,0.0369,0.607,0.0,0.101,0.257,130.632,253373,4
842,Garota De Ipanema,Antônio Carlos Jobim,Inédito,62,0.423,0.307,0,-15.64,1,0.0466,0.933,0.846,0.127,0.101,137.97,242760,4
843,時光倒流一句話,Terence Lam,SEVEN,44,0.518,0.449,2,-9.659,1,0.032,0.626,0.00178,0.207,0.382,133.886,254009,4
844,Ona Wrzuca Tego TikToka - ale to VIXA - Remix,Majki,Ona Wrzuca Tego TikToka (Remixes),42,0.84,0.836,11,-6.293,0,0.2,0.146,0.0,0.146,0.853,140.026,142286,4
845,Don't Stop Believin',Journey,The Essential Journey,73,0.491,0.802,4,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25,248907,4
846,The Last Fight - Live,Bullet For My Valentine,"Live From Brixton: Chapter Two, Night One",24,0.261,0.983,7,-5.444,1,0.125,0.00297,3.35e-05,0.972,0.129,91.795,376960,4
847,Seagulls On A Frozen Lake,The Hepburns,Seagulls On A Frozen Lake,0,0.576,0.577,0,-11.091,1,0.0272,0.031,7.88e-06,0.0927,0.411,150.009,136400,4
848,When U Feel Lonely,Mavado,When You Feel Lonely - Single,59,0.549,0.695,0,-5.955,0,0.123,0.107,0.0,0.34,0.654,120.466,192280,5
849,Electricity,Ashley Jana,Electricity,41,0.803,0.794,9,-3.452,1,0.218,0.032,0.000541,0.0857,0.832,131.96,243393,4
850,TRUE LOVE〜そっとくちづけて,Seiko Matsuda,青い珊瑚礁,23,0.716,0.431,2,-6.712,1,0.0361,0.0771,1.3e-06,0.0573,0.905,122.096,184187,4
851,Half in Love with Elizabeth,Mystery Jets,Twenty One,28,0.536,0.883,9,-2.83,0,0.096,0.0315,0.0,0.358,0.69,147.142,199013,4
852,On the Desk - Remasterizado,Los Toreros Muertos,Canciones Irreverentes (Remasterizado),19,0.659,0.872,1,-4.375,0,0.0302,0.262,3.64e-06,0.0257,0.864,98.742,225347,4
853,The Fitzwilliam Virginal Book No. 40: XL. The Woods so Wilde,David Ezra Okonsar,"The Fitzwilliam Virginal Book, Selections, Vol. II",0,0.304,0.115,0,-24.6,1,0.0429,0.985,0.863,0.182,0.421,113.526,273857,3
854,Pass Me By (If You're Only Passing Through) / Please Release Me - Live,Johnny Rodriguez,Live at Gilley's,0,0.43,0.313,8,-14.678,1,0.0502,0.539,9.71e-05,0.852,0.69,136.834,150002,4
855,Haa Tepok,MeerFly,Haa Tepok,49,0.848,0.502,10,-12.368,0,0.309,0.661,0.00252,0.152,0.683,87.496,210943,4
856,Rise of the Titans End Credits,The Crystal Method,Trollhunters: Music From The Tales of Arcadia Saga,12,0.353,0.702,0,-10.901,1,0.0504,0.149,0.881,0.148,0.0788,110.005,359591,4
857,O Que Meu Deus Vai Fazer,Weslei Santos,O Que Meu Deus Vai Fazer,40,0.539,0.339,2,-10.969,1,0.0314,0.78,0.0,0.0889,0.29,121.815,269631,4
858,Baby Si Tu (feat. Farruko & Ken-Y),Klasico,Baby Si Tu (feat. Farruko & Ken-Y) - Single,21,0.694,0.698,8,-4.409,1,0.0443,0.24,0.000471,0.095,0.781,165.995,224463,4
859,Travelin' Man - Remastered,Ricky Nelson,Rick Is 21,59,0.723,0.44,2,-10.536,1,0.0319,0.667,0.0,0.128,0.843,123.217,143200,4
860,We Are The People,Empire Of The Sun,Walking On A Dream (10th Anniversary Edition),77,0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,267373,4
861,Zoo Eyes,Aldous Harding,Designer,33,0.663,0.236,3,-8.486,1,0.0345,0.577,0.0058,0.107,0.374,122.532,317453,4
862,Pretty in Pink,The Psychedelic Furs,Talk Talk Talk,62,0.386,0.916,2,-5.955,1,0.0741,0.105,0.00991,0.325,0.775,135.642,238107,4
863,The Launch (ASOT 981) [Trending Track],Cosmic Gate,ASOT 981 - A State Of Trance Episode 981 (Including A State Of Trance Showcase - Mix 011: Simon Patterson),3,0.223,0.944,6,-7.933,0,0.0714,0.00178,0.934,0.0535,0.152,128.08,206677,4
864,Ojos Verdes,Julión Álvarez y su Norteño Banda,Soy Lo Que Quiero... Indispensable (Edición Especial),75,0.787,0.469,5,-5.503,1,0.039,0.653,0.0,0.0612,0.923,106.995,237080,4
865,Beeper Funk,DJ Paulinho Mondi Da Baixa Baviera,Beeper Funk,50,0.882,0.906,7,0.137,1,0.299,0.121,0.000147,0.251,0.946,155.081,82065,4
866,Modus Operandi I - Stanislav Tolkachev Remix,Nørbak,Modus Operandi,0,0.73,0.922,1,-9.26,0,0.136,0.697,0.803,0.151,0.394,135.005,372618,4
867,Tanrım Beni Baştan Yarat,Emel Sayın,Tanrım Beni Baştan Yarat (LP),14,0.485,0.558,4,-7.339,1,0.0388,0.831,3.71e-05,0.213,0.472,111.264,273158,4
868,Post Traumatic Stress Euphoria,Anaal Nathrakh,Passion,8,0.235,0.695,5,-3.728,0,0.0914,1.6e-06,0.827,0.359,0.247,129.815,101587,4
869,ホムンクルス,Vaundy,ホムンクルス,70,0.448,0.819,9,-6.064,1,0.0683,0.0272,0.0,0.333,0.448,153.058,230525,4
870,Essa É A Hora - Ao Vivo,Felipe Vilela,Orgânico (Ao Vivo),25,0.536,0.779,9,-5.339,0,0.17,0.452,0.0,0.434,0.828,113.897,281088,5
871,Let Me Fall,Kado,Let Me Fall,51,0.73,0.597,0,-4.455,0,0.0383,0.772,0.0,0.127,0.37,133.979,188442,4
872,Uno Es Mejor Que Dos,Arbol De Ojos,Zorro,13,0.421,0.941,0,-2.612,0,0.0779,0.00492,0.000174,0.154,0.762,182.135,225907,4
873,Wet Sand,Red Hot Chili Peppers,Stadium Arcadium,64,0.313,0.753,4,-3.921,0,0.0285,0.0313,2.25e-06,0.142,0.514,176.748,309800,4
874,All Things End,Hozier,Unreal Unearth,55,0.399,0.557,9,-7.231,0,0.0525,0.382,0.0,0.0748,0.24,76.23,216693,4
875,Under Clouds Of Blood,Vomitory,Revelation Nausea,7,0.236,0.995,2,-4.859,1,0.114,1.92e-06,0.919,0.307,0.0294,111.319,160333,4
876,Alone,Marshmello,Alone,69,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,273803,4
877,I Feel Your Heart,fourwalls,True Love Sound,49,0.757,0.254,0,-12.477,1,0.0969,0.83,0.892,0.154,0.331,134.129,151343,4
878,Celestial Dub,Kaminanda,The Infinite Breath,21,0.636,0.743,5,-4.997,0,0.0445,0.00301,0.161,0.119,0.344,174.007,462069,4
879,Never Ending Happening,Bill Fay,Life Is People,23,0.566,0.232,11,-14.234,1,0.0322,0.911,0.0191,0.118,0.168,107.963,223800,4
880,Do It,Chloe x Halle,Ungodly Hour,59,0.725,0.668,5,-7.286,0,0.055,0.0932,2.33e-06,0.112,0.566,82.966,176787,4
881,Tutti Frutti,Little Richard,Here's Little Richard (Deluxe Edition),63,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,144227,4
882,ENERGY (feat. Beam),Beyoncé,RENAISSANCE,67,0.903,0.519,1,-9.151,1,0.26,0.281,0.000106,0.155,0.587,114.991,116727,4
883,Prófugos - Remasterizado 2007,Soda Stereo,Signos (Remastered),64,0.551,0.895,4,-4.267,0,0.0391,0.00268,0.0402,0.299,0.359,127.221,317613,4
884,Nymphetamine Fix,Cradle Of Filth,Nymphetamine Special Edition,52,0.462,0.905,0,-3.825,0,0.0438,0.00066,0.0402,0.0839,0.253,122.925,302360,3
885,Éclosion,Tony Anderson,Nuit,45,0.515,0.177,9,-28.931,0,0.0537,0.964,0.954,0.0999,0.496,149.964,295200,4
886,Rise Of The Antichrist,Bewitched,Rise Of The Antichrist,13,0.252,0.931,9,-5.644,1,0.108,0.000834,0.162,0.28,0.532,95.016,225760,4
887,Neon Moon,Brooks & Dunn,#1s ... and then some,71,0.698,0.632,9,-6.508,1,0.0247,0.554,0.0,0.118,0.458,102.408,263760,4
